content,score
"APP apresenta bugs no carrinho desde a atualização, o preço de alguns produtos aumenta quando adiciono ao carrinho, aconteceu-me exatamente assim: botas que custam 14€ no carrinho alterou para 16€. Podiam arranjar isso pff?",3
Tem produtos bons mais tem muitas propagandas enganosas dizendo que poderia escolher dois produtos de uma certa página de graça e o frete também mas quando vai finalizar você tem que jogar um joguinho pra ir desbloqueado até você ganhar mais com o passa do tempo que você vai jogando o valor que precisa pra resgatar vai ficando cada vez mais impossível de conseguir e não sabe que se você ganhar irá ganhar os dois produtos de graça mesmo ou não,3
"Aplicativo cobra 2 taxas, a de importação e ICMS e vendedores são desonestos. Anúncios com informações camufladas para confundir quem faz as compras. Tipo, nas primeiras fotos mostram 10 pçs mas na descrição que não fica a vista informa q é somente uma pç. se não clicar e ler acaba sendo enganado. Vendedores usam de má fé e se aproveitam do aplicativo. Apelam para promoções descontos e etc que não existem e que te obrigam a fazer mais compras para ""usufruir"".",1
"APP muito bom! estou muito satisfeito com as compras que eu faço ,poderia melhorar a entrega, eu moro no interior e tenho que buscar minhas compras na cidade ! demais tudo ok!!! nota 10",5
"A Shopee é uma plataforma incrível, com uma grande variedade de produtos e preços acessíveis. As promoções e cupons são ótimos para economizar, e o sistema de proteção ao comprador traz segurança nas compras. O aplicativo é intuitivo e fácil de usar. Contudo, os prazos de entrega de itens internacionais podem ser longos, e algumas embalagens poderiam ser mais cuidadosas para evitar danos. No geral, recomendo pela praticidade, custo-benefício e confiabilidade.",5
"Eu estou gostando muito do aplicativo, ótimos itens, variedade para escolher o que quiser, entendo questões de preço por importação. Só sinto falta da opção de favoritos que nele não tem, aguardando futuramente mas próximas atualizações incluírem.",4
"Loja diferenciada ,estou amando as vezes nem compro fico namorando e impressionada com a diversidade de itens e os designes , parabéns aos responsáveis ,ah tem os calçados também cada um mais lindo que o outro .A tecnologia nos proporciona ter acesso ao desconhecido",5
"Eu compro no app já a bastante tempo e, sempre me preocupo com a entrega. Pois os entregadores não confirmam a identidade do cliente. As vezes eles largam os pacotes em portas de vizinhos e na maioria das vezes nem os vizinhos estão em casa. Isso me deixa com suspeita de um dia não encontrar um pacote. Por este motivo estou a procura de uma loja que prese por estes pontos que para mim é crucial.",3
"Comprei um Mixer e o entregador jogou minha encomenda pelo portão quebrando tudo. Já solicitei a troca mas a amazon não dá nenhuma satisfação e parece se recusar a mandar outro , dando a impressão que está forçando o consumidor a pedir devolução do produto. E também não é um app muito fácil de conseguir falar sobre problemas e resolver-los.",2
"Aplicativo é O TEMO é um aplicativo de compras que oferece uma experiência prática e conveniente para os usuários. Embora eu não tenha acesso a informações em tempo real sobre aplicativos específicos, posso falar sobre os aspectos positivos que um bom aplicativo de compras geralmente possui, e que provavelmente o TEMO também oferece: Funcionalidades Positivas (Geralmente encontradas em bons aplicativos de compras): - Interface Intuitiva: Um bom aplicativo de compras deve ser fácil de navega",5
Achei mais do mesmo em comparação com o mercado livre. Principalmente equiparando a média d preços. Entretanto no mercado livre já muito mais produtos por categoria. Vale a pena dar uma buscada como uma terceira opção. Pois no ali express os preços são muito melhores que aqui e também melhores que no mercado livre. Já desinstalei.,2
"Melhor loja virtual do mundo sem dúvidas, o único problema é o aplicativo não avisar(não envia notificações) quando um produto sai para entrega, e como entregam antes da data que está no APP acaba pegando desprevenido, somente quando a entrega é feita pela loggi que a própria loggi envia SMS avisando, mas a total express e outras não avisam que estão entregando :/, mas fora isso é perfeito e sempre entregam Bem antes do prazo <3",4
Muito bom principalmente para comprar roupinhas e barato promoção tô com você Tudo TV posso fazer recomendo muito mas não é igual a chapinha Gente desculpa né gente mas tipo assim a shopping tá um pouquinho mais para cima entendeu pouquinho pouquinho pouquinho pouquinho mas para sim entendeu mas deve também é muito bom eu amo achei a maioria roupa né gente você tem que mudar a senha tipo é muito ruim tipo só roupa só roupa mas né gente então instalem tá bom gente se não achei vai ficar tristinha,5
"fiquei muito chateada, pois meu pedido passou do prazo de entrega, era pra chegar até dia 16, hoje é dia 20 e não chegou ainda !! Anjun Express não fez um bom trabalho, fui literalmente roubada !!",3
"Fácil acesso, ágil para escolha, informações rápidas sobre entrega/frete.",5
"App horrível, apesar da minha internet estar funcionando, tive dificuldade em criar uma conta, que ficava travado, depois tive dificuldade em receber o código, que ao invés de ser por SMS ou Email, enviam pelo WhatsApp (demorando para receber), quando fui fazer a compra, o app travava ao escolher o frete, e agora dá erro na hora de finalizar a compra, sinceramente, o app de compras mais defeituoso que eu já vi em comparação com a Shopee, Amazon etc.",1
"Quero parabenizar o Mercado livre porque nunca tive nenhum problema! Seja com o produto,devolução,estorno nada. Só quero fazer um pedido,o frete esta muito alto,as vezes mais caro que o produto.Poderia baixar um pouco.",5
"Não gostei desse app que diz que é bíblia. Mas parece a 25 de março. Muita propaganda e quase não consegui fechar . Mas logo desinstalei. Foi questão de segundos eu já dei um basta , até pq já tenho uma quê é incrível. YouVersion top top.",2
Está ruim para encontrar as coisas por que quando nós bota o nome aparece o que não tem nada a ver com a foto nós chega até a encontrar mas ainda não aparece tudo e quando nós bota por ordem de valor some os produto e os vendedores deveria aceitar o pedido ou não se eles aceitasse ele deveria pagar uma multa ao cliente se eles cancelasse ou atrasar-se e os clientes que devolvesse o produto só porque não gostou deveria pagar o frete já que o vendedor mandou de acordo com o que estava especificado,2
"uma decepção! tive que pagar 200 reais porque minha encomenda caiu na fiscalização em São paulo, foi cobrado imposto de importação, o frete e a nota fiscal. um completo roubo. paguei o mesmo valor da compra só para o produto sair da receita federal e meu pedido nem chegou. um absurdo total, nunca mais compro nesse aplicativo. decepcionante.",1
"O aplicativo é maravilhoso e fácil de usar. Sugestão: poderia ter um canal aberto para resoluções de problemas. Muitas vezes, somente uma ""pessoa"" pode analisar e refletir sobre uma situação simples e resolvê-la.",5
"É até bom, comparado com o que sobra de opção para o brasileiro. Mas forçar o usuário a baixar o app para poder ver o histórico de compra é limitar seus direitos de usuário. Não deveria existir essa prática insatisfatória. Na mesma área de histórico de compras, para verificar o valor do produto precisa fazer uma volta enorme, apenas para ver o valor, quando poderia visualizar junto a imagem do produto lá mesmo na aba histórico. Outro ponto, é ver a loja do vendedor, pode melhorar com UI e UX.",2
"Se o frete é grátis a partir de um determinado valor . Se eu fiz uma compra acima disso e assim mesmo é cobrado o frete. Não dá pra entender acho que vocês tem que especificar melhor , tem muitas pessoas que não entendem também. Adoro comprar na shoppe mas que é confuso isso é 🤔.",3
"Gosto das opções de entrega e pagamento, que são diferenciadas das restantes plataformas. Contudo, o tempo de entrega é demorado e poderia melhorar.",4
Trata-se de um excelente aplicativo; é intuitivo . Saudações ao desenvolvedor desse aplicativo a última atualização trouxe a condição da a gente ver os produtos dentro de links e isso tornou o aplicativo menos acessível para os deficientes visuais. Gostaria de que isso fosse corrigido o quanto antes sou cliente e tenho direito de usar um aplicativo mais acessível,5
"O app não oferece uma opção para tirar dúvidas diretamente com o vendedor antes da compra o que dificulta muito, a opção de filtrar não funciona direito, quando põe para aparecer somente produtos nacionais continua aparecendo opções internacionais",3
"Eu comprava muito na Shein, após as taxações foi feito a propaganda de que a Shein iria arcar com parte disso, mas o que aconteceu foi o repasse para as mercadorias. Outro ponto foi a mudança nos cupons de descontos e frete grátis. Deixou de ser competitivo e perdeu a credibilidade. O cliente não é burro. Quem está cadastrado a muito tempo, conseguiu acompanhar as mudanças para pior. Neste sentido a Shopee foi mais transparente.",3
"O aplicativo poderia ser mais simples de se usar, eu estava meio perdido no começo para entender os anúncios , as vezes não sabia sobre o que era o anúncio até lê-lo completamente.",4
"É parecido com a ali express, so fez uma propaganda iganosa de item grátis , pra receber vc tem que jogar um monte de joguinho que nunca finaliza e só te empurra pra comprar , chato toda hora anúncio , não é um app ruim de usar só notífica demais",2
"Muito fácil de usar gosto bastante já fiz várias compras e até um certo tempo eu não tinha nenhum problema,mais de uns dias pra cá minhas coisas estão vindo no tamanho errado de cores diferentes do que foi pedido,acho que está faltando fiscalização por isso algumas lojas estão mandando produtos de qualquer jeito ñ querem nem saber se os clientes vão ficar satisfeito ou não",4
"a entrega é de fato concluída tem muitos itens genéricos, frágeis , porém outros que compensam muito. Agilidade nas entregas e envios das mercadorias. 💞💞💞💞💞💞💞 índico com certeza",5
"aplicativo perfeito para quem procura coisas diversas e com uma entrega rápida. Só achei meio perda de tempo colocar aquele tipo de ""jogos"" no qual você nunca consegue completar as missões dadas, mas não posso julgar já que seria fácil demais ganhar qualquer coisa gratuita nesses jogos.",5
"""Estou adorando o app da Shein! A interface é super fácil de navegar, com uma variedade enorme de produtos para todos os estilos e preços acessíveis. As promoções frequentes e o sistema de cupons deixam as compras ainda mais vantajosas. Sem contar que a entrega é rápida e os produtos chegam bem embalados. Recomendo para quem quer comprar com estilo e economia!""",5
"por norma, quando as pecas nao satisfazem, fazem reemboldo. mas em peças de baixo valor (20/30euros), exigem devolucao das peças. o que da mais trabalho , do que ficar com elas mesmo que nao correspondam a expetactiva. E posso falar por experiencia pessoal, porque quase semanalmente faço 1 encomenda.",4
"O app tem muitas variedades em produtos, mas muitos vendedores hajem de má fé. Já tive vários problemas, mas graças a shopee foram resolvidos. A entrega é rápida. A única coisa que devia ter era a opção do cliente escolher a forma de envio (transportadora ou correios) e ter mais opções de frete grátis e descontos em valores mais baixo, como antigamente. Hoje os descontos na maioria das vezes é pra compras a cima de 100, 200, 300 etc. Dificilmente tem descontos pra compras de menor valor.",5
"Quando eu fiz a compra na última Quinta (05/12/2024), quando eu finalizei o pedido, eu fui informado que o prazo para pagar o boleto são TRES DIAS ÚTEIS. Porem, no sábado (hoje) o cronômetro continuou a contagem, ou seja, o prazo para pagar o boleto termina no Domingo (08/12/2024). Eu tentei resolver o problema com o atendente. O atendimento é rápido e eficiente, porem não tem como resolver o problema. O atendente disse que o prazo é de 72 HORAS CORRIDAS que é o mesmo que TRÊS DIAS CORRIDOS.",2
"A recepção da loja e os produtos são ótimos, fiquei decepcionada com a entrega, os correios não fez duas das compras que eu fiz. Acho que devem mudar a forma de entrega. Os correios não estão cumprindo a parte mais importante, a entrega. Moro numa área onde recebo produtos de várias lojas, o que não justifica eles colocarem restrição. Gostaria de continuar comprando na Temu, se melhorar a condição de entrega.",5
"Ótimo aplicativo de compra e venda, porém estou com dificuldade na busca de produtos, quando visualizo algum item tenho problema ao voltar para a busca, pois automaticamente volta para o início da busca. Como a variedade de produtos é enorme é difícil retornar a busca na sequência do último produto visualizado.",4
"Excelente app, produtos lindos por um preço ótimo. Minha primeira entrega chegou antes do previsto. Parabéns! Minha única sugestão é sobre as peças de roupas (debaixo também) que são conjuntos, seria interessante poder escolher um tamanho para parte de cima e outro para parte de baixo. Por exemplo, uma calcinha M e um sutiã G. Blusa M, Saia G.",5
"Dou apenas 3 estrelas..eu gostava muito de comprar na Shopee Mas, ultimamente , os preços dos produtos e dos fretes estão ficando muito elevados..às vezes,o frete supera até o valor do produto E por isso, deixei de comprar muitos produtos É uma pena 😒 E tem mais uma coisa....alguns produtos quê eu comprei vieram com a embalagem aberta e vazando ou vieram amassadas.. Reclamei com o vendedor e ele disse quê é a Shopee quê é responsável pelas entregas.. É preciso prestar atenção nisso.🙄🤔",2
O aplicativo é até bom mas tive uma experiência horrível essa semana fiz três pedidos de uma bolsa um Bully e uma panela de pressão da clock que não é nada barata enfim já começou dando errado com o bully que atrasou mas até aí tudo bem acontece agora o cúmulo foi da panela de pressão atrasou depois vinheram entregar o entregador invés de esperar pelo cliente com o produto ele deixou o produto no portão e entrou dentro do carro sem se preocupar se alguém ia roubar ou não um irresponsável.,2
"Excelente!!! Cada dia melhor, produtos tops, preço bom e eu adoro frete grátis 😉 Excelentes compras e agilidade do aplicativo. Produtos cada vez melhores! É uma plataforma séria, sempre cuidando dos detalhes que eventualmente venham a acontecer. Toppppp! Adoro ❤️!",5
"Acho o aplicativo muito fácil de navegar. Com muitas opções de produtos e vendedores. Estou gostando muito. A entrega está mais rápida. Também acho legal o fato dos vendedores só terem o valor liberado após o recebimento do produto. Isso agiliza o envio e a entrega desse produto. A política de fretes grátis de vocês é muito legal, estimulando a gente a estar sempre comprando. Tudo muito bom e muito prático. Gosto muito do app.",5
"O app em si é bom e fácil de usar. Como sugestão, seria extremamente interessante que houvesse uma rastreabilidade melhor da entrega, semelhante ao do Ifood, mostrando a posição do entregador na última milha, por exemplo, ao iniciar a sua entrega. Como exemplo, fiz uma compra q o entregador informou q o endereço estava errado e sinalizou como a primeira tentativa de entrega, sendo q eu estava em casa. Se houvesse esse rastreamento, eu poderia indicar no mapa o local para o entregador.",4
"Antes eu dava 5 estrelas pro ML, era excelente, muito bom mesmo! Mas tive uma decepção gigantesca com eles. Tive uma compra cancelada pelo vendedor depois de uma semana. O reembolso foi através de outro aplicativo, o tal de mercado pago que nada mais é que um banco digital como centenas de outros. Tentei pedir ajuda no reembolso mas não consegui por ser muito complicado! Perdi R$200,00 (uns duzentos reais), pq não tive paciência. Cuidado! O ML não é mais o mesmo.",2
"Aplicativo muito bom só acho que poderia melhorar mais na questão de atualização de localização da compra, nunca informa corretamente onde a mercadoria está, pelo menos pra mim.",4
"Os pedidos demoram muito a chegar, mas chegam. Ruim mesmo é a ilusão de que você vai ganhar prêmios gratuitos, pode até ganhar, que ainda não tive o praze de vê se realmente ganha, ja ta com mais de um mês que tento e eles dificultam muito, se for pra fazer proposta impossível, melhor não fazer.",1
Tenho comprado várias coisas na Amazon nunca tive problemas A última que comprei foi uma Bicicleta em que me deram um prasso 26/08/2024 a 16/09/2024 o qual me foi Entregue no dia 23/08/2024 antes do Previsto Tenho tentado ligar com Amazon Que já foi entregue Não consigo fazer uma avaliação Porque na aplicação dis que se perdeu Para eu pedir o reembolso Não já recebi e estou muito satisfeito O meu muito obrigado tanto Amazon Como a loja Felenaoo,5
"Estou amando comprar com a Amazon, boa variedade de produtos, encontro a maioria das coisas que procuro. A entrega é super rápida, sempre recebo as coisas dentro do prazo e bem embaladas. O app poderia ter algumas melhorias, ser mais intuitivo, as buscas um pouco mais precisas, algumas opções parecem meio ""escondidas"" dentro no app, e muitas descrições de produtos deixam a desejar (sei que os vendedores que fazem, mas poderia ter uma forma de otimizar isso). Ótimo custo benefício.",4
"A navegação é horrível, toda hora tem um pop-up que te joga pra outra tela com os supostos brindes. Os jogos de tarefas são muito ruins, com animações demoradas que você não consegue pular e uma lógica perversa de regressão da recompensa com aumento da dificuldade, onde o jogo te pede a todo momento que convide pessoas ou compre alguma coisa. Pesquisar nesse app é muito ruim, o aplicativo a todo momento tenta te induzir a ficar navegando em outros produtos. Preços muito acima da média.",1
Não gostei pq fiz uma compra e o vendedor cancelou sem antes informar o pq. E tbm pq anunciaram um produto que não havia em estoque. Eu acabei ficando sem o produto pq deixei de comprar em outro lugar e não comprei pq achei que ia chegar. Novamente tive o mesmo problema. Comprei o produto e de novo cancelaram a compra. Pra mim esse App é uma farsa. 2 compras feitas e dois cancelamentos. E o que é pior é que só avisam que cancelaram a compra após eu mandar mensagens cobrando o pq do meu produto ainda não ter sido enviado. Estou completamente decepcionada com esse Mercado Livre.,2
"Como vocês querem que eu proteja a minha conta? Sendo que o aplicativo apresenta falhas na autenticação de duas etapas, recebi mais de 15 emails com o código e sempre que coloco acaba voltando para a mesma tela para inserir o código, acabou fazendo spam no e-mail, porém nenhuma solução, recomendo arrumarem este bug antes que aconteça muitos problemas! Agradeço se derem atenção a este problema!",3
"Péssimo e commerce! Fi uma compra na qual foi contestada e essa empresa pediu autorização p debitar o valor em outro cartão. Autorizei e debitaram o valor todo de uma vez sem parcelamento. Fiz a devolução do produto pois não aceitei, e agora eles não querem devolver o meu dinheiro e eu devolvi os produtos! Isso é absurdo!NUNCA MAIS COMPRO NADA E TBM NAO INDICO. fora os problemas com entrega. Falta de respeito!não existe protocolo o resolver nada!0 cobrar sabe, agora devolver o valor , nada!",2
"É difícil eu não gostar de uma compra na shein... A única coisa que vem me desagradando ultimamente, é as taxas altas que temos que pagar em cima de cada compra, ou quando finalizamos uma compra mostra o desconto em cada intem, mas quando vamos receber a entrega, o desconto nem aconteceu no valor demonstrado no ato da compra, mas num mínimo valor, porque não dizer quase nada, como se tivéssemos comprado no preço normal, sem nenhum desconto adicionado!!! 🫠",4
"Olá, fiz uma compra de uma ração Golden para minha gata dia 13 de dezembro. Disseram no app que ocorreu erro na tentativa de entrega, mas não tentaram entregar aqui nenhuma vez. E já esta voltando tem uma semana, ninguém entrou em contato comigo. Quero saber como farão meu reembolso?? Quero meu Pix de volta para comprar a ração da minha gata aqui na cidade msm, mais caro porém não passarei mais tudo esse transtorno além da espera..",2
"o app é bom, vendedores confiáveis, preços bons, e frete grátis quase 100% das vezes, a logística q era um ponto péssimo melhorou de uns tempos pra cá, único ponto ruim é a entrega no mesmo dia, ou dia seguinte que é um pouco ineficiente, perde pro mercado livre por exemplo, mas de resto é uma ótimo plataforma",4
"Shein é maravilhosa, exceto pelo fato da gente ser informada qual transportadora vai fazer a entrega depois do envio ( algumas transportadora é de mais fácil acesso onde moro, outras não ). Gosto da shein pq sempre sou avisada caso atrase ou ocorra algum imprevisto. Já aconteceu de vim pacote faltando e o reembolso foi bem tranquilo. Fora isso shein é ótima, comprem, super indico.",4
"Compro muito na Shopee, mas não adianta ser cliente ouro. (Não tem nenhum benefício por isso). Infelizmente algumas empresas cobram frete (muitas vezes o valor do mesmo é superior ao valor do produto). O valor investido em propaganda deveria ser repassado aos clientes através de benefícios. Porque os cupons nem sempre são totalmente grátis.",3
"O app tem de tudo, e o preço mais baixos nas plataformas de compra. E agora estão com entregas mais rápidas. Uma pena o parcelamento no cartão de crédito ter juros, quem sabe mais pra frente melhora. Além da grande quantidade de produtos que se encontra na plataforma, há várias opções de pagamento e de crédito e recompensas. As compras da China chegam super rápido, se pararmos para pensar que vem do outro lado do planeta. SUPER CONFIÁVEL, sempre se atentem as avaliações e descrição dos produtos",5
"A loja é muito boa, tem vários produtos legais e com preços razoáveis e o incentivo da primeira compra com brindes é real, mas eu vou dar 2 estrelas por causa do descaso do app com os consumidores referente aos dois minigames que tem no jogo os fish/farmland que mais parece aqueles jogos que as vezes aparecem propaganda que promete mundos e fundos e o usuário fica lá feito troxa tentando pegar o dinheiro ou prêmio que nunca é liberado. Vou continuar a avaliação pela conta da minha mãe que é Agla",2
"O app é maravilhoso principalmente no quis respeito a entrega dos produtos. Porém nas últimas semanas tem algo que está me incomodando muito na compra e pesquisa de livros. Simplesmente não aparece mais a sinopse do livro da editora e do autor ( aparecia antes) também não aparece mais informações como número de páginas, tipo de capa, editora, etc. Estou atualizando o aplicativo nesse instante, tomara que resolvam esse problema.",4
"Pra mim perfeito, compro sempre até hoje não tive nem um problema. Os produtos são conforme o anúncio. Única coisa que não estou gostando ultimamente é a forma de pagamento no cartão de crédito, antigamente dividia em parcelas sem juros, agora da parcela o valor da parcela é bem alta.",3
"Compro muita roupa e sapatos,cortinados na Shein, mas peço a uma amiga que me faça as encomendas porque tenho receio de me enganar,mas estou a aborrecer-me porque as encomendas demoram muito tempo,fora este contra gosto muito mas sejam mais rápidos obrigado",5
"Bom, fácil de usar, mas por exemplo, se quiser comprar uma peça em 2 tamanhos diferentes você não consegue na mesma encomenda. Tentei mas não tive êxito, por exemplo 3 pçs M e 1 pç G não dá, tive que fazer a compra separada. Depois de um tempo descobri que tinha um jeito de vir no mesmo frete, mas já tinha finalizado a compra. Poderia ter mais instruções de compra. De resto o app é excelemte",4
Acho que já comprei nesse app umas 5 vezes mas de uns tempos pra cá manda tudo errado... tipo vc pede cor preta e vem branco ao invés de cancelarem a sua encomenda mandam outro que não foi pedido além de vc não saber onde está seu pacote e outra é super difícil de devolver e os preços absurdos tem que pagar o frete com um preço altíssimo e as mensagens mandadas de volta são todas automáticas,1
"amo a shein, tem mts opções lindas de varias coisas, acho as coisas que tem mais conceito, bonito e organizado. Única coisa que não me agradou é que eu não posso comprar nada porque sou menor de idade sendo que o app diz +10 😥😭",3
"Gostava muito do app. Eu queria entender como que os vendedores locais exigindo um preço exorbitante para frete grátis e compras interacionaia msmo atingindo o valor para frete grátis acaba não conseguindo. A SHOPPE ganha da Shen no quesito frete grátis e entrega . Outro defeito é que a área de pagamento é muito confusa , não dá para entender os cálculos feitos entre os descontos com cupom e os impostos com o valor total.",2
"Sou cliente da Amazon a uns 20 anos, mesmo antes de vir para o Brasil. Sempre recomendei de olhos fechados. Os preços sempre foram e ainda são excelentes. Porém o serviço de entrega decaiu MUITO. Um dos grandes diferenciais da empresa era o serviço de entrega. O prazo era atendido com absoluto rigor. As embalagens eram um show a parte. Hoje em dia 1 em cada 4 encomendas não chega no prazo. As embalagens estão cada vez mais ""econômicas"" as vezes até danificando o produto. Fica o relato e o pesar.",3
"o App é ótimo para efetuar compras, porém eu paguei 2 parcelas do mercado crédito, e só foi liberado 67 reais, sendo que eu paguei 162 reais nas duas parcelas, e na questão contato com o cliente e a pessoa que compra, é muito falho e não tem email, não tem telefone que eu possa entrar em contato. E no App mercado livre não tem opção de enviar reclamação ou ajuda para resolver a questão. Poderiam verificar por gentileza.",3
"O app é realmente muito bom, utilizo ele a mais de 1 ano e atende a todas minhas expectativas, porém novamente é perceptível uma diferença quando tratamos de localização. Podemos perceber essa diferença quando algumas coleções incrível por sinal, não estão disponíveis em certos países, como o meu. Isso realmente me entristece pois é algo que eu quero a muito tempo (como por exemplo a coleção em colaboração com hello kitty) enfim, acredito que tirando isso o app é muito bom, só que decepcionante.",3
"Eu queria só os itens grátis da primeira compra, mas o app não deixa finalizar a compra sem comprar 400 reais além dos itens grátis, vc recebe os itens grátis e tem que comprar, e não tem jeito de receber os itens sem comprar 400 reais",4
"NÃO ENTREGARAM MEU PEDIDO! Nunca tive problemas e até gostava de comprar com vocês, mas percebi que, quando ocorre algum problema com a entrega, o suporte é ineficaz. Sempre me pedem para entrar em contato com a transportadora. Já entrei em contato várias vezes, mas até agora não resolveram a situação",1
"Isso foi uma droga, fiz a primeira compra com essas promoções com valor bem reduzido de um gravador laser e me mandaram apenas os pés do gravador, fui olhar para ver se tinha feito compra errada e realmente era o gravador que tinha comprado, bem a experiência foi péssima na primeira compra, prefiro continuar no ALIEXPRESS, SHOPEE, WISH, esse foi horrível...",1
"No primeiro momento que baixei o app não funcionou, mas fechei e abri de novo daí apareceu, achei lindo os produtos, já fiz algumas compras e sempre chegou antes do período informado, produtos de boa qualidade e iguais as fotos (eu sempre fico de olho nos comentários de quem já comprou pra ver se é confecção grande ou pequena e sempre deu certo), podem usar sem medo, é confiável.",5
"O app não permite mais eu efetuar nenhuma compra com cartão de crédito, tenho 3 cartões com saldo, sendo 2 de banco e 1 de loja. Nenhum deles conclui a compra. Todos da erro e pede para eu comprar em pix ou boleto. Mesmo assim o site é muito bom e seguro para efetuar as compras e recomendo. Quando resolverem meu problema aí mudo a qualificação",4
"Ótimo site para compras! Porém, antes era melhor, porque em todas as compras a gente ganhava moedas de acordo ao valor. E agora, só ganha moedas, se fizer avaliação com fotos e vídeos. E até mesmo com os joguinhos dava para ganhar mais moedas. Por isso resolvi editar a minha avaliação. Outra coisa também, a forma de pagamento era bem melhor. E agora, só dá para parcelar sem juros, se for acima de 150,00. Então eu achava o aplicativo bem melhor antes do que agora.",3
"O APP funciona bem! O problema são as milhares de pessoas desonestas que se escondem por trás desse serviço. O sistema de cadastramento, checagem e validação de um vendedor e de um comprador, precisaria ser mais confiáveis e poderem transmitir mais confiança para ambas as partes que negociam por esse serviço. Sei que o ML trabalha duro para sempre melhorar o serviço e está muito melhor! Mas precisa dar um jeito nos vendedores desonestos! Mesmo assim eu recomendo muito!!!",4
"Porque vocês não estornam meu dinheiro, já faz mais de 20 dias desde que ele foi devolvido, a loja já está com o produto em mãos e nada do dinheiro Já fui no no suporte é tem a pior interface de todos os tempos, o produto veio com defeito, foi devolvido e vcs não devolvem meu dinheiro, recomendo comprar até na shoope ao invés daqui pessoal!",1
"Shein internacional, minha encomendas que são entregues pelos correios sempre veio certo nunca tive problema com eles, agora shein nacional e encomendas internacionais entregue pelas transportadoras. Péssima experiência demora pra caramba pra entregar isso quando não são entregues. Reembolsos ?? Nunca nem vi na minha conta. Shein nacional vocês precisam melhorar e muito. Tá muito ruim o serviço de vocês",3
"A favor: Centraliza tudo ou quase tudo que você pode desejar, além de boa qualidade. Contra: O envio de notificações é excessivo, desnecessário.",4
"O app é muito bom! Mas o problema, são os golpes ... Um dia comprei um VR, no final nem funcionava, era falso!! Além dos anúncios, ex: ah, essa boneca aqui é 20,99, mas quando vc clica pra comprar aparece diferente, e mais caro ... Consertem isso por favor!",3
"Depois de um bom tempo de utilização percebe-se que há pequenas falhas, mas que são feitas sempre correções de bugs. Estou satisfeito com o App e suas funcionalidades. Eu recomendo!",5
"A plataforma é maravilhosa. Mas já tem um tempo que eu compro e o pedido fica dias e dias para ser retirado e três vezes já foi cancelado pq não retiraram o produto. Acredito que estão com muita demanda e não estão dando conta. Se for isso, contrate mais pessoas para trabalhar e agilizar. Porque isso está acontecendo com frequência e desanima, pq a gente faz a compra e o pedido é cancelado devido a demora. Se continuar assim,não irei comprar mais.",3
"Alguns entregadores da plataforma parecem ter sido escolhidos às cegas, de tanto descaso com o consumidor. A Shopee poderia ser muito melhor que é, se não fosse a demora e a falta de recursos quando pedimos reembolso ou entramos em contato sobre algum problema com a compra. É vergonhoso. Dez dias depois da data prevista de entrega do meu pedido e ele ainda não chegou. Vai e volta, fazendo passeio. Entrei em contato com a plataforma, mas nada. Um descaso total. Vergonhoso.",1
"HORRIVEL. eu quero fazer uma compra no meu cartão de crédito e simplesmente me banem por motivo algum!!! E eu ainda perco a compra. fiz uma compra de 3.5k no meu cartão de crédito e me suspenderam por isso.... E até agora sem retorno algum do meu dinheiro e nem meu pedido!! Nem tendo dinheiro pode comprar, que lixo.",1
Fiz uma compra e na mesma ficou como entregue e na verdade não me entregarão. Fiz um suporte e foi finizado dizendo que foi entregue sim e não me dariam um reembolso. No fim fui lesado pois estou sem reembolso e não permitem outro chamado de reembolso nem mesmo de suporte para a mesma entrega e fiquei sem o material. E o pior de tudo ainda ame oferecem um vale de 50 reais pra comprar outra coisa para comprar meu silencio. A compra foi R$74. R$ 74 reais jogados no lixo.,1
"De início gostei muito, mas... Até agora não tive problemas com compra internacional, mas as nacionais já deixaram muito a desejar, desde propaganda enganosa, quantidade errada de itens , cancelarem a compra sem q seja solicitado e aparecer q fui reembolsada e não receber o reembolso. Enfim, infelizmente aquela mania de alguns brasileiros de gostar de tirar proveito. Mas as compras internacionais são ótimas.",3
"Precisei fazer uma compra na modalidade chega hoje, faltando 10 minutos para poder comprar o aplicativo simplesmente travou de forma proposital para que não houvesse a compra, fechei o app diversas vezes e ele deixava adicionar mais coisas no carrinho porém não deixava comprar, impressionante",1
"produtos caros e qualidades a desejar, os itens que se diz grátis, fazem de tudo pra induzir o cliente a comprar pra conseguir ganhar, sem contar que quando estão próximo de completar o jogo diminui drasticamente a porcentagem, pra obrigar o cliente a comprar ou desistir dos produtos, muito desleal",3
"impostos e taxas extremamente caras diferente de outros mais baratos ! Precisa abaixar taxas, impostos e fretes com certeza compraria muito mais.",2
"Fiz uma compra o mês passado, kits de 3 camisas sociais de manga longa de manhã e logo a tarde cancelei por não conseguir falar com o vendedor, então foi cobrado no cartão de crédito, o aplicativo da Amazon sumiu com esse pedido, foi no começo de julho, não me reembolsaram até então, difícilmente encontra-se alguém pra falar com vc, e por telefone duas vezes e não resolveram, estou sendo cobrada por um produto cancelado e que não recebi! E ninguém da Amazon resolve! Por isso vim aqui falar!",2
