content,score,score_reanotado_gemini,sentiment
"o mercado livre é um aplicativo muito bom mesmo, no começo fiquei com medo de abaixar ele mais depois percebi que é 100% confiável e também a entrega chega muito rápido e também tem muito frente grátis é ótimo pra quem quer comprar material escolar amei e já comprei minha mochila e me surpreendeu por que chega antes do que eu imaginava rosto sorridente com olhos sorridentes rosto sorridente com olhos sorridentes polegar para cima pele clara polegar para cima pele clara",5,5,4
"Tô um pouco desanimado com a shoppe, hj eu queria fazer uma compra que ela custa 3576 reais queria pagar 1800 no pix e o restante no cartão, mas a shoppe em pleno 2025 não tem combinações de pagamentos onde poderíamos escolher quais formas queríamos fazer nosso pagamento. Vamos ver isso ai shoppe hj em dia ta tudo caro as vezes não temos limites insuficiente pra passar apenas um cartão...",2,3,2
"App ótimo pra comprar roupas! super confiável, recomendo super. A UNICA COISA Q ME ESTRESSA, é colocar anúncio demais, toda vez eu tô lá vivendo no meu celular normalmente, e do nada um anúncio da shein, e esse n é o pior, ELA SEMPRE TE ENVIA PRO APP, MSM N CLICANDO EM NADA, ISSO É INSUPORTÁVEL, por favor melhores nessas porcarias de anúncios que vem do nada, e que tem aqueles x falsos, e envia a gente pro app, se eu quisesse ver o aplicativo, eu saia do q eu tava fazendo e entrava nele. Plmds",4,3,2
"Infelizmente a maioria das lojas associados a Amazon, são piores que lojas internacionais. Por exemplo comprei um fone de ouvido via Bluetooth da Sony é o que dizia da descrição e na foto, mas quando recebi o produto não era nem da Sony muito menos de Bluetooth. Aí tentei fazer a devolução e aparece isso ""Este produto não é elegível para devolução"", entrei em contato por email pois havia recebido o produto errado e até hoje não recebi uma resposta da Amazon.",1,1,0
"No começo a shein era muito eficiente, mas ultimamente só está decepcionando, fui realizar uma compra na conta da minha filha, que já usava antes, não deixavam realizar pagamento, tentei mais de 10 vezes em dias diferentes, pedi ajuda, quando consegui uma atendente só sabia dizer que a conta tinha sido bloqueada e era pra esperar sem dar motivos do ocorrido, tive que mudar a conta pra realizar a compra, e agora um produto não chegou, não se consegue atendente.",3,2,1
"Muito bom mesmo!.. já compro há muito tempo pela Shopee, sempre vem o produto no prazo certo, e quando acontece algum problema de vir com defeito ""que é muito raro de acontecer "" ou não servir, a gente pede reembolso faz a devolução e já devolvem o dinheiro assim que vc coloca no correio ou posto de troca, tudo bem simples e fácil. Minha esposa tá viciada em comprar na Shopee. Recomendadíssimo!",5,5,4
"(Lembrando que não estou avaliando a empresa Amazon) O aplicativo é muito bom! Poderia adicionar novas funcionalidades e também planos. Rocomendação de plano: Como sou um leitor frequente sempre leio livros (Não dispenso livros físicos, infelizmente não considero o Kindle uma boa opção de leitura) queria ter um plano de cada mês receber um livro com um desconto no frete! Compro no mínimo 1 livro por mês. Espero que considere! Obrigado.",4,4,3
"É um bom App pra comprar e vender, mas os algoritmos prejudicam o vendedor que é casual, que não é sempre, como uma loja. Ainda mais se tiver problemas com comprador, o que é injusto se o problema for resolvido. Eles (ML) cobram agilidade no envio, tudo bem até aí, mas um vendedor casual as vezes pode atrasar só que eles, atrasam o envio da sua Point Mini, por exemplo. Pq eu tô esperando a minha a mais de um mês.",3,3,2
"Não sei se é o app, ou o Mercado Livre mesmo, que está confuso. Um mesmo produto eu conseguia adicionar ao carrinho em uma conta e em outra não. Logo em seguida, um produto que era possível adicionar ao carrinho agora, deixava de ser em questão de segundos.. Coloquei alguns produtos de diferentes vendedores no carrinho, consegui frete grátis na compra toda, aí adicionei outro item e perdi o frete grátis. Daí, no dia seguinte, mudou o valor do frete... Efetuei uma compra com muito custo, e o código de rastreamento de um dos produtos mudou. Fiquei completamente perdida! Sem contar que fica uma notificação de que tenho mensagem não lida com um dos vendedores, mas já li todas as mensagens. Uma loucura danada, instabilidade total. Já comprei várias vezes, mas era tudo mais simples, comprava direto no site. Vamos ver no que vai dar...",2,2,1
"App relativamente bom, demora pra chegar notificações de entrega; mas no geral funciona bem e não costuma ter bugs. O que me incomoda muito é que não consigo excluir o endereço ou altera-lo isso me tira do sério. E também o Statos do produto não corresponde, ex está como entregue mas eu recebo o produto 3, 4 dias depois!",3,3,2
"Péssimo, eu não consigo atualizar meus dados para efetuar uma compra, eu já liguei para o suporte e ninguém resolve, já estou a quase 2 anos tentando acessar minha conta e não consigo e eu liguei para o suporte e eles transfere a ligação e depois a ligação cai, o atendimento da Amazon caiu muito a qualidade, já foi melhor",1,1,0
"Mercado Livre é excelente. Cada ano que passa só melhora. Imagina só, fazendo entrega hoje, em pleno domingo. Maravilha. Empresa feita por pessoas que procuram nos dar o máximo de conforto em todos os aspectos proporcionando facilidades, promoções e diversidade de marcas e serviços. Satisfação plena. Obrigado ML.",5,5,4
"Fazer as compras foi ok, aí após eu pagar o boleto começou a minha decepção, 1 dos itens q comprei foi um aquecedor, paguei no boleto fui conferir se deu tudo certo, tinham apenas 3 itens e estava falando o q + precisava q chegasse logo, Vi que mandaram um e mail que não estava mais disponível. Mas só depois de pago!? Até agora estou tentando um meio de contato c/ atendimento ao cliente não tem nenhum meio direto para isso e não disseram como vão devolver meu dinheiro e agora!? mulher dando de ombros pele morena escura Não gistei",2,2,1
"Ja comprei varias coisas na Shein. Mas teve um produto que nao veio e vao me reembolsar. Mas esse reembolso pelo que vi e li, nao vai ser de acordo com a quantia doi produto. Se isso acontecer, vou desinstalar esse app e volto a comprar na Shoppee. E uma pena, porque achei os produtos muito bons.",1,3,2
"Fiz compras pela Shein pela primeira e provavelmente a última vez. Tudo que se pode dar errado aconteceu comigo: atraso no envio por causa de um pedido que não foi postado por uma das lojas, terminando com seu cancelamento, uma peça no tamanho errado e furada, outra com modelo diferente da fotografia. Fiz a devolução de quase tudo que comprei. E para terminar, uma peça que devolvi ficou esperando retirada nos correios por dias, tive que fazer duas reclamações no suporte para receber o reembolso",1,1,0
"Há algum tempo compro por esta plataforma e, sempre que precisei, fui rapidamente atendida e os problemas solucionados. Pretendo continuar sendo cliente e recomendo. Entretanto, por falta de um canal mais adequado, quero fazer uma sugestão por aqui mesmo: seria interessante que os vendedores colocassem em destaque, por fora das embalagens, as condições do produto transportado, se é eletrônico, frágil, quebrável, etc. Os produtos com problemas estão se tornando recorrentes. Obrigada.",5,3,2
"O aplicativo é ótimo e útil. Porém a única ressalva que faria, seria a inclusão de notificação ao produto favoritado. Então receberíamos uma notificação pra compramos o produto que esteja em promoção. O app já mostra a alteração de preço. Mas as vezes não entramos no App todos os dias. Aí quando você percebe, perdeu uma baita de uma grande oportunidade de compra. Fora isso o serviço só tenho elogios.",4,4,3
"Ultimamente estou gostando muito de comprar na Shopee do Brasil porque as entregas são rápidas e as lojas com anúncios confiáveis tem o aviso de Indicadas pelo aplicativo. O que eu mais gosto é do valor do frete não alto. Gosto muito também da atualização do acompanhamento de rastreio todos os dias, porque isso me dá referências se posso sair de casa ou se devo ficar em casa para receber a encomenda.",5,5,4
App muito fácil e intuitivo de navegar. Sistema de bonificação deveria dar mais descontos. Os valores dos fretes mudam depois que é feito login na conta. Poderia haver um detalhamento no rastreamento com uma atualização mais precisa! As formas de pagamento parcelado poderiam ter mais opções sem juros!,4,3,2
Ate o momento não tive problemas! Para melhorar: 1)a tradução dentro do app não é boa e por isso os termos na busca não correspondem muito bem. 2)não tem como editar os comentários e só pode comentar uma vez. Ja que é só pode um por vez deveria deixar editar ou excluir o primeiro e repostar.,5,3,2
"Uma das melhores formas de compra e venda. Mas precisa melhorar algumas coisas. Poderia ter a opção de colocar qualquer produto no carrinho e também terá opção de escolher o frete que seja melhor para todas as mercadorias. Pois não consigo colocar qualquer coisa no carrinho e tbm já tentei fazer compra com a opção PAC, mas só tinha SEDEX disponível.",4,3,2
"Fiz todas as minhas compras de Natal ba Temu. Os produtos em sua maioria são excelentes. Só dei 4 estrelas por achar que os produtos grátis são muito difíceis de conseguir. Os joguinhos são até divertidos, mas qto mais chegamos perto de consegui-los, mais difícil se torna. Acho que isso poderia mudar. bjs",4,4,3
Ótimo para comprar esta com uma rapidez maior e tem a opção de você colocar vários itens para chegarem juntos evitando receber um produto cada dia.,5,5,4
"Entrega rápida não funciona corretamente. De dez coisas q compro apenas três entrega com sucesso. O resto não cumpre prazo, não entrega, não atualiza e às vezes colocam até q tentaram entegrar sem nunca ter aparecido. Uma bagunça e falta de seriedade da logística. A Shopee precisa rever esta logística pq está bem abaixo do concorrente no quesito entregas rápidas.",3,2,1
"Eles Tidão opções de fazer compras para chegar no outro dia, agente comprar depois do pagamento feito esse prazo Muda para 15 30 dias. Acho isso um absurdo. Detalhe,,,, Depois da compra feita não tem opção de cancelamento, a pessoa é obrigado a aguardar todos esses tempo anté a compra chehar. Nota 0 não recomendo para ninguém essa shopee.",1,1,0
"Site um pouco confuso pra escolher os produtos, mas com o passar do tempo vai acostumando.",4,3,2
"app mediano, gosto das promoções são boas, oq e injusto e o jogo, convidei tantas pessoas pro jogo, e meu namorado q convidou apenas 1 pessoa tá a frente no jogo, sem contar q ele tem mais opções de mini jogos dentro do jogo da fazenda, e ganha mais água também recentemente veio 1 promoção na qual não veio pra mim estou chateada pois isso é injusto gostaria que melhorassem isso",3,3,2
Não é só baixar o aplicativo e ganha aquele produto do comercial tudo mentira eu baixei e desinstalei tem que gastar um valor no mínimo 100 reais ..então eu vim aqui para informa..Los porque tbm fiquei curiosa mais não é nada disso ..quando vc vê uma propaganda para ganhar algo desconfie ninguém da nada de graça para ninguém ..,2,1,0
Gostei do aplicativo vou dá 3 estrelas zonzo pq para fazer um pedido precisa no mínimo R$ 100 absurdo a shein e shoppe compramos com qualquer custo e também os joguinhos q dão itens grátis demora muito para concluir resolvam isso,3,2,1
"O app é de fácil navegação, design bom. Único problema que tive foi com a entrega fora do prazo.",3,3,2
"Nada reclamar sobre o app em si. Formas de pagamento, meios de comunicação, visualização do app, cupons, atende muito bem os utilizadores. Com ressalva dos vendedores, entrega, logística, coisas comuns de terem alguns erros, mas nada que desabone o app em si.",5,4,3
"App muito bem elaborado, te leva a conhecer produtos que até possam ser melhores do que o que você queria, pelo mesmo preço! Estão de parabéns nessa tecnologia. O ponto fraco é a falta de contato numa possível emergência a ser solucionada, você só tem o contato com o vendedor e com ninguém do Mercado Livre. Estou no nível 4, faço praticamente todas minhas compras aqui, mas acredito que isto precisa ser modificado para, aí sim, se tornarem mais fortes do que qualquer concorrente.",3,3,2
"Péssima experiência de compra. É necessário gastar no mínimo R$100 para concluir uma compra, o que é muito limitante. Além disso, os produtos demoram quase um mês para chegar. A navegação na plataforma também é frustrante, já que você precisa selecionar apenas os itens que eles permitem para finalizar a compra. Estou desinstalando o app e excluindo minha conta, pois não pretendo comprar novamente por essa plataforma. A Shopee, por outro lado, oferece uma navegação muito mais fácil e prática.",1,1,0
"Estou muitíssimo satisfeita com o atendimento do site Temu ! São as minhas primeiras compras, e superaram minhas expectativas. Alguns produtos deixaram um pouco a desejar, mas acho que os vendedores é que devem ter opções de uma qualidade melhor em seus produtos. Mas o site é maravilhoso, oferece toda assistência ao cliente, desde da compra, envio e entrega ! Deus abençoe a toda equipe com muita saúde, sucesso e conquistas ! mãos juntas coração vermelho rosto sorridente com 3 corações mãos de coração mãos aplaudindo",5,5,4
"Olha, antigamente eu AMAVA comprar na shein, não que eu odeie comprar hoje, mas as coisas mudaram MUITO depois de deixarem transportadoras horríveis com péssimo desempenho realizar nossas entregas, além do preço absurdo das roupas e de algumas coisas. Também tem algumas propagandas enganosas, tipo, ali na capa está falando que tal produto é um certo valor, mas quando eu clico é um valor muito mais alto, e o valor mostrado na capa era de outro acessório que estava a venda! Por favor, melhorem !!!",3,2,1
"Propaganda enganosa, fala 2 prêmios grátis ao compretar a missões, no começo a pessoa fica feliz, mas depois as missões ficam mais difíceis, Não conseguindo ganhar nada de graça. Claro q já desconfiava q era mentira, mas uma rede q quer se estabilizar com mentira é complicado. Melhor ser verdadeiro, para conseguir fama.",3,1,0
"Vou avaliar desse jeito,pois estou muito triste com uma compra que fiz! Nunca tinha comprado ,e resolvi da uma chance,mas me decepcionei total! Não é igual a SHOPEE,que temos facilidade em entrar em contato com as lojas que queremos comprar! O suporte foi horrível! Agora estou com um produto na cor errada e que jamais irei usar! Gostei tanto do produto ,mas infelizmente eles mandaram pra mim a cor errada,sem ao menos tentar um contato e ver se eu aceitaria! SHEIN é uma DECEPÇÃO TOTAL!",2,1,0
"O aplicativo é maravilhosooo! Tem grande variedade de categorias e opções para comprar, alem de coisas baratinhus tbmmm. Os pedidos chegam bem rápido, as vezes antes do tempo previsto. Além de que o rastreio das compras é sempre atualizado, nos deixando cientes de onde nossos produtos estão e que vão chegar logo. Quando os pedidos podem se atrasar por causa da grande demanda eles também avisam. Super recomendo!",5,5,4
"Eu ainda não comprei nada,mas conheço o aplicativo faz um bom tempo e sempre ouço algo positivo de quem compra. Só tenho uma sugestão de melhoria: que tenha a opção de criar pastas para os itens favoritados,pois assim fica mais prático e fácil de me orientar na categoria de intens que desejo comprar no momento.",3,3,2
"Achei igual a shopee, só que a shopee tem preços melhores. Quanto ao brinde vc ganha mesmo, mas junto desse que vc nao paga tem que escolher outros que vc paga (com desconto, mas paga). No meu caso tinha que escolher 6 itens a mais pra ganhar o brinde. No geral, não vi diferença e prefiro continuar nos outros apps que já faço uso.",3,3,2
"Já fiz várias compras no app e continuo fazendo, principalmente agora para o Natal. Recebi tudo sem nenhum problema. Apenas alguns atrasos na entrega que eles devolvem em crédito dependendo do valor do produto. Os créditos não são usados nas próximas compras a não ser para cobrir o frete. Minha limitação se deve aos games que nunca terminam e cada dia aumenta ainda mais a dificuldade. E olha que eu nem estou falando do avanço para ganhar os itens, mas sim das estratégias de dificuldades.",4,3,2
"Totalmente decepcionada com a mais nova atualização do app onde não se permite mais comprar ebooks direto pelo app. Olha , ninguém vai ficar com app no celular se vc tem que ir num navegador fazer a compra. A grande vantagem de app é a praticidade, e agora nem isso? Eu entendo que isso não é culpa - não inteiramente - da Amazon, tem todo o lance da Google Play, mas mano isso impacta na experiência de compra com o app.",2,2,1
"O aplicativo precisa melhorar. Não temos um canal para tratar algumas dúvidas gerais ou até mesmo de algumas compras. Por exemplo, não está aparecendo há dias o código do rastreamento da minha compra, e não tenho a quem recorrer, pois o vendedor não resolveu. O único canal existente é sobre problema com uma compra, que também é limitado a poucas opções, parece que não têm interesse em tratar outras dúvidas.",3,2,1
"quando fui utilizar os bônus e créditos, tem falha nas pesquisas. e jogo farmland fica alterando os percentuais, parece que foi feito só pra enganar. isso não é legal. acho que se for dar bonos ou cortesia, não pode tratar o cliente assim",3,2,1
"Aplicativo estava tudo certo, gostava de comprar com este aplicativo, mas faz um mês que estou tendo problemas com as entregas dos produtos, as empresas são brasileiras e mesmo assim demora um mês para receber um produto e promoções não vejo mais, chat parece que não existe, pois chamo pra conversar e ninguém me atende...",1,2,1
"A Shein é ótima, eu amo comprar aqui é prático a única coisa que me quebra é a demora, demora muito além do frete ser o meu rim. Gosto bastante das avaliações pq assim da par ver se o produto é bom mesmo",5,3,2
"Os criadores do aplicativo são geniais, pois ele possui um sistema de incentivo às compras muito eficiente. Alguns, como a fishland, beiram a enganação. Mas analisando como consumidor, os preços são mais elevados, os produtos de qualidade duvidosa e ainda existe a exigência de valor mínimo de compra (100 reais). Há opções bem melhores.",3,2,1
Acontece de comprarmos um produto e o vendedor enviar outro de péssima qualidade. Ninguém tem tempo suficiente para ficar indo aos correio para devolver produtos enviados os quais n pedimos. Resultado: prejuízo para quem compra!,4,1,0
"As ofertas são ótimas, e a variedade é muito grande. Gosto muito de comprar e girar a roda dos descontos",4,4,3
"É um espaço que precisa saber comprar. Não são transparentes. Qdo vc classifica com nota baixa e com fotos mostrando os defeitos ou produtos quebrados, eles não publicam ou só não mostram as fotos. Com isso a classificação que é apresentada não é verídica. Compro com frequência e apesar da experiência ainda tenho experiências negativas. Lingerie não se pode devolver. Todas as fotos são muito manipuladas distorcendo da realidade. Qdo vc pode devolver o produto eles te devolvem o dinheiro de fato",4,2,1
O aplicativo é top sempre amava comprar mas depois dessas taxas que a gente paga e o frete o valor vai lá p cima aí desisto prefiro ir para concorrência lá tá melhor p comprar do que a Shein,4,2,1
"Sou suspeita pra falar da Amazon, fã de carteirinha desde 2016. Na época comprava só livros, agora compro basicamente tudo lá. A entrega é rápida e gratuita para prime. Espero que continue assim. Muita qualidade e responsabilidade com o cliente, aplicativo é perfeito coração preto",5,5,4
"Eu amava o App mas vou encerrar minha conta. Não colocam uma pessoa para conversar e resolver o problema no chat, fica estas mensagens robóticas, te fazem de bobo. Detalhe não tem como excluir a conta, ficam te fazendo também de bobo até você desistir.Você fica emperrado na mesma coisa sem conseguir resolver nada. Decepcionada com a Shein e a loja CasaLoli onde comprei um perfume e me enviaram uma água amarela fedorenta, nem reembolso e nem solução ogro",1,1,0
"As roupas são bem lindas, estilosas e de qualidade! Os preços são mais lindos ainda!! Mas por serem produzidas na China e vendidas tão baratas fico com receio de ser resultado de exploração de mão-de-obra. Espero muito que não!! Deveria ter uma opção no aplicativo que nos mostrasse um pouco dos bastidores, do funcionamento da empresa e da confecção das roupas. Também deveria ter categorias mais específicas, pois as vezes tenho dificuldade em encontrar uma peça que já vi e não favoritei.",4,3,2
"Eu amo a Shein!! é um app excelente aonde tem várias lojas em só um app já imaginava isso tem invios Nacional e envios de produtos Internacional já pensou em compra produtos que não tem na sua Cidade ? Vem pra Shein aki você terá a melhor experiência sem contar os valores baratos que ela te proporcionará com a sua utilidade,você também receberá bônos aparte de cada dia que você entrará no app sem conta que tem fretes grátis,então espero que você estaja contente !!",5,5,4
Amo comprar na Shein. Tudo que comprei até agora foi de boa qualidade. O APP é fácil de usar e tem ótimos descontos. E se fizer o chec in diariamente ainda ganha$$$. Fazendo avaliação dos produtos recebidos também ganha pontuação. Adooooro!!!!,5,5,4
"O aplicativo e muito bom porém, na visualização do carrinho de compras não fica claro os valores e opções de frete aparecendo apenas o valor subtotal sem o frete, e no passo seguinte não aparece o total com frete induzindo ao fechamento. Por favor seria mais honesto o detalhamento correto e claro da compra como em outra app fazem fica a dica.",3,3,2
"Gosto da app, mas me incomoda muito a insistência em estarem sempre à nos enviar mensagens que muitas vezes não procedem são apenas chamativas para entrarmos na Apple efetuarmos compras. Já não acredito nas mensagens que dizem que vou ganhar algum presente ou desconto. Os e-mails me incomodam muito, só servem para lotar minha caixa de entrada e me dá trabalho de apagar tudo aquilo. Gostaria muito de não receber e-mails da temu",3,3,2
"Recebi a encomenda. Tudo foi perfeito. Muitas opções, mas falta um pouco de informações sobre o produto e previsão de entrega.",4,3,2
"tava com medo de ser golpe por causa dos milhões de cupons q ganha kkkk mas realmente vale a pena, é como se fosse qualquer outro app de compras como a shopee, shein e etc comprei pela primeira vez e chegou certinho e rápido até.",5,4,3
Até o momento só tenho elogios a fazer. É uma grande empresa de vendas online. Tem ótimos produtos e excelentes preços. Sem contar a rapidez para a entrega dos produtos. A central de atendimento e suporte é ótima e atenciosa comigo. Os cupons de descontos são excelentes principalmente os cupons de frete grátis.,5,5,4
"Gosto muito do app, mas tomem cuidado para nao comprar nada falsificado. Comprei um shampoo para dermatite, paguei caro em um loja de pet e mesmo assim era falso, ao invés de fazer o vendedor coletar o produto e me fazer o ressarcimento a shopee faz o consumidor correr para fazer a devolução. Eu acho um absurdo e me senti lesionada duas vezes, até pq o erro é do vendedor.",2,2,1
Depois dá última atualização a opção de tamanho das roupas não aparece. Fica difícil de escolher e saber se está escolhendo o item correto.,3,2,1
"Fiz a compra de uma micro retifica, com 82 acessórios, vieram faltando 7, ai fica a situação ou devolve, ou fica no prejuízo, complicado.",2,2,1
"Ainda não dá pra confiar nas entregas, metade das compras são canceladas porque foram extraviadas. Se precisar de um produto com um certo prazo, melhor comprar em outro lugar, aqui só o que não tem pressa nenhuma, e não se importa de ter que comprar 2 ou 3 vezes até conseguir. Pelo menos a devolução do dinheiro funciona, também sem muita pressa.",3,2,1
"Gostei muito do aplicativo. Facilita muito para comprar, por ter variedades de produtos e preços. Entrega rápida e segura. Muito bom ver a opinião das pessoas sobre as compras, ajuda bastante. Rastrear a compra que foi feita é um dos pontos bastante positivo. Enfim! Estou bastante satisfeita, espero continuar me sentindo assim. Obrigada a todos da shopee.",5,5,4
"Tem melhorado bastante, mas precisa evoluir. Duas coisas q fazem muita falta e outros sites oferecem: (1) pesquisa por foto e (2) opção ordenação por preço INCLUINDO frete. Isso facilitaria muito a escolha. Precisam rever TB a inclusão dos destaques c preços mais altos qdo se pesquisa por preço. Entendo a escolha de pôr na frete quem paga por destaque, mas o preço muito acima dos demais e muitos ""destacados"" dá impressão de uma faixa de preço maior e acaba causando desinteressado na compra.",3,3,2
"Aplicativo maravilhoso! Muito completo,organizado, os pedidos chegam conforme o prazo informado, fiel ao que diz, serve para todos os estilos e gostos! Atendimento ao cliente mais que perfeito, são atenciosos e educados! É a loja preferida da minha filha e acabou se tornando a preferida da família! Se tivesse como dar mais estrelas com certeza daria! Continuarei comprando!",5,5,4
"um dos piores aplicativos de compras online. Não recomendo. Muitas pessoas conheceram o aplicativo por dar itens de graça, e realmente parece ser verídico, porém ao longo do processo para resgatar esses itens, você é só enrolado, mais e mais. Outro ponto ruim no aplicativo são os itens que são muito caros, e quando é encontrado um item mais barato, é possível comprar apenas a partir de tal preço. Tenho diversos pontos negativos sobre o aplicativo, mas existe limite de linhas a reclamar",1,1,0
Já desativei no app todas as notificações de de ofertas da Amazon e mesmo assim continuo recebendo. Não aguento mais! rosto zangado,2,2,1
"No início tive boas experiências, porém, nas últimas compras foi decepcionante. Após a compra eles alteram o prazo de entrega e ainda não comunica o cliente. Os vendedores postam no prazo tudo certinho, mas a logística da Shopee é muito desorganizada. Além de mudar o prazo, fiz uma compra em uma loja de 40 itens. O sistema separou os itens em pedisos de 8 unidades, o vendedor postou os pacotes tudo junto, porém eles entregaram separado, em datas diferentes e bem distantes uma das outras.",2,2,1
Compras com frete grátis acabam não entregando e pedem para buscar numa loja dos Correios. Isso não fica explícito no momento da compra e só se descobre depois. É um sério problema a ser resolvido pelo Mercado Livre ! Outras compras foram entregues no endereço cadastrado e essas acabam não sendo. E tenho que cancelar e dias foram perdidos.. Atenção !!!!,2,2,1
"Estou dando duas estrelas pois o app ficou horrível, muita propaganda enganosa,de produtos nacionais, colocam um produto com um preço e quando clicamos , não é aquele produto anunciado, e não tem uma opção de denunciar anúncio, como na Shopee, por isso estou parando de comprar produtos nacionais.",2,1,0
"O aplicativo sempre foi muito bom, mas atualmente na aba de vendedor fica aparecendo que meu cep teve alteração e que preciso atualizar mais não mudou, mesmo assim editei e salvei de novo e ainda aparece essa notificação e não consigo ver a lista de produtos e demais abas. O que eu faço?",4,3,2
"Decepcionada com minha compra, havia comprado dois presentes que chegariam antes do Natal, que não puderam ser entregues. Fiquei sabendo apenas pq fui rastrear o pedido três dias antes de chegar. E até agora nem o reembolso tive. Terceriçao demais as entregas para fim de lucrar mais e esquecem da qualidade na hora entrega.",1,1,0
"O mercado livre é uma ferramenta muito útil e tem muitas opções, porém no quesito de qualidade dos produtos e até na questão das fraudes, deixa totalmente a desejar. Tem muitos golpes sendo aplicados na cara dura, nem é disfarçado e a questão da qualidade de alguns produtos, principalmente no cama, mesa e banho e também de roupas, os produtos são completamente vagabundos, já tomei prejuízo com roupas de cama...",3,2,1
"Era ótima até entrar no Remessa conforme. Sou usuária da shein a muito tempo, a shein tem ótimas qualidades nos produtos e custo benefício, porém ultimamente não está sendo possível fazer compras acessíveis, as taxas estão bastante altas e está muito burocrático em relação aos descontos de cupons, check-in baixos, game até sem bônus, teve desvalorização no marketplace e à uma demora de quase um mês para chegar as compras, tirando isso a forma de pagamento e suporte ao cliente são maravilhosos.",2,3,2
"Essa opção de compras é, sem sombra de dúvida, uma excelente alternativa , considerando, inclusive, os módicos e compatíveis preços. No entanto, com relação ao envio e/ou frete, na maior parte dos casos, inviabiliza a compra. Pois, entendemos como inadmissível que um desses dois fatores chegam atingir o valor do abjeto comprado ... Acho que isso é algo que merece ser melhor analisado,em benefício da relação Cliente/Vendedor !",3,3,2
"Nunca mais tinha comprado no aplicativo, então estava achando estranho as reclamações, mas agora entendi porquê, além do sistema de pontos ter ficado horrível (agora não são mais 3 pontos por check-in, e sim 1), não estão mais disponibilizando cupom de frete grátis internacional, agora só na loja nacional (mesmo sabendo que os produtos mais baratos estão na loja internacional), um absurdo.",1,2,1
"fico pasmo em saber o quanto de imposto me é cobrado pelas compras, mesmo com valores inferiores a 50 dólares ( entre ICMS e imposto são mais de 50% a mais na compra). E a comunicação com a TEMU deveria ser mais fácil ( difícil até de encontrar o ícone na página inicial.) Mas tem uma variedade de itens que vale a pena . As embalagens são sempre seguras.",4,3,2
"O App é muito bom, porém não acho justo pagar vários fretes em uma única compra com vendedores diferentes. Creio que é possível reduzir o valor do frete para esse tipo de transação. Além disso, os códigos de rastreio não são bem esclarecedores, nunca sei se é transportadora ou Correios, fica confuso, isso precisa melhorar. No mais, recomendo o app.",4,3,2
"os preços são muito bons. o problema é que o frete é muito muito alto. e não tem como fazer uma compra menos que 100 reais. A DEMORA MINHA NOSSA NEN SE FALA É ORIVEL, TEM QUE TER CERTEZA QUE ESTA BÉM DE SAUDE PRA VER AS MERCADORIAS. IMPOSTOS MUITO ALTOS. DE 100 REAIS QUE COMPRA PASSA DE 150 REAIS UM ABSURDO. VOU SAIR ASSIM QUE CHEGAR OQUE FALTA.SEM CONTAR QUE NOS CONSUMIDORES NÃO TEMOS MUITA GARANTIA DA COMPRA SE NÃO CHEGAR VC PERDE NAO TEM UM TELEFONE ENTRAR EM CONTATO. PUTZZ ORIVEL PLATAFORMA",2,1,0
"Tá complicado de continuar comprando pelo App, está deixando muito a desejar, a forma de pagamento, só parcelam no cartão sem juros se a parcela ficar acima de 70 reais, o envio dos produtos, o rastreamento é muito desconexo,não é atualizado, as informações não batem, qdo o pedido chega na cidade destino enviam mensagens que o produto saiu pra entrega, mas entregam dois dias depois e põem no rastreamento que o endereço estava incompleto ou que não havia ninguém pra receber, sendo tudo mentira",4,1,0
Aplicativo muito complicado para resgatar uma conta por simples motivo de ter esquecido a senha. E se tentar muitas vezes e não conseguir bloqueiam o aplicativo. É raridade ter um cupom de desconto sendo prime,2,2,1
"Bom compro com frequência na Shoppe, e gosto muito, pois os entregadores são bem legais, cuidadosos e simpáticos. Só tive um probleminha com relação ao meu pedido no ano passado, mas foi com a loja que me enviou um produto diferente do anunciado, mas relatei ao site da Shoppe e prontamente fui atendida e reembolsada. Super recomendo a Shoppe! Comprem sem medo! Feliz 2025 a todos, com muita saúde, paz, amor, alegria, harmonia, prosperidade e muitas bençãos! mãos para cima",5,5,4
Fiquei impressionaso com o prazo de entrega das minhas duas últimas compras. Recebi o meu produto em apenas 14 horas. Fiquei impressionado e muito feliz pela agilidade do Mercado Livre. Sendo que não moro em um grande centro. PARABÉNS MERCADO LIVRE.,5,5,4
"Para comprar os preços já foram bons, está com preço alto e muito produto falsificado. E para vender, essa nova política de preço deles está fazendo com que fique menos competitivo do que sites grandes e sendo eles mais seguros. Outra coisa que dificulta muito, são os canais de atendimento. Não há um meio de resolver na hora os problemas, a comunicação é somente via e-mail.",4,2,1
"Gosto muito de comprar na shopee, a única coisa que sai um pouco do controle da plataforma de compra é o fato de produtos poderem ser falsificados mesmo quando compramos algo de valor mais alto para tentar que isso não ocorra. Mas infelizmente isso não é só na shopee. Aos demais é uma plataforma ótima de compras, até porque conseguimos ser bem atendido pela plataforma acaso ocorra algum problema com o produto adquirido que não tenha cido do nosso agrado.",5,3,2
"Fiz uma encomenda que quiz devolver, disseram que ficava em crédito de outra encomenda. Fiz nova encomenda no dia 9 e ainda não recebi nenhuma confirmação nem abateram o valor da encomenda anterior. Estou muito triste. Sou cliente antiga e nunca me aconteceu isto.",2,2,1
