content,score,sentiment
"Caramba! RESPOSTA AUTOMÁTICA COPIA E COLA!! rosto com olhos revirados Para responder que temos que enviar e-mail pedindo ajuda, mais valia não responderem nada! É como um totoloto quando você nunca sabe se vai receber algo com qualidade mínima ou sem nenhuma! Ou se irá receber, de todo! Se você paga o frete mais económico, agora já não pode rastrear até ao final do percurso tal como noutras apps acontece. Fazem de tudo para obter mais lucro mas NADA para melhorar a experiência do usuário. É triste, realmente!",2,1
"Só demora muito chegar e as vezes escolhemos uma coisa e vem outra em um outro preço muito mais elevada que o comprado no site mesmo usando os cupons que nos oferecem. MAS É UM SITE COM INÚMEROS ITENS DE COMPRA,MINHA RECLAMAÇÃO É AS VÊZES QUERO COMPRAR OUTROS ITENS COMO ROUPAS DE CRIANÇAS POR EXEMPLO E NÃO APARECE PARA MIM.DEMORA MUITO MAS ENTREGA SÓ NOS CORREIOS, NÃO ENTREGA EM CASA.",5,4
"Amelhor pesquisa sempre é na shoppe! Nada se compara ao preço deles, porém ultimamente não estou conseguindo comprar com meu cartão, pois eles bloquearam essa forma de pagamento e até hoje não obtive um resposta do porque. Sempr comprei dessa forma e nunca tive qualquer tipo de problema.",1,0
"É indiscutivel que o Mercado livre é um dos melhores lugares na web para se comprar, porem, seu algoritmo de pesquisa e retorno de resultados ja nao é mais como antigamente. Antes era mais preciso e pouco poluido. Hoje, vc faz uma pesquisa e ele te retorna muita coisa nada a ver com oque vc esta procurando, mesmo combinando os filtros. Sinceramente, hoje a pesquisa do mercado livre ta igual a do OLX, horrível!",3,2
"Ótimo, tem muitos produtos baratos e a entrega é rapida, muito confiável, fiz várias compras e até agora deu tudo certo. Recomendo. Atualizando: Antes era muito bom e barato, poucas taxas etc. Agora tem taxa de importação para qualquer produto internacional, compensa procurar produtos vendidos por lojas nacionais. Os cupons de frete grátis ajudam demais, sempre faço as compras de 3 em 3 produtos para utilizar os cupons e aproveitar os descontos. Ainda sim recomendo muito essa loja.",5,4
"O app é muito bom! As coisas são baratas, chega rápido, e outras várias qualidades. Mas tem um ponto, vem a maioria errado, comprei um tênis veio diferente do anúncio ,( só fiquei pq era bonito) comprei uma calça veio errada. Devolvi ,e não compro mas roupa na shein, e aconselho a não comprarem, só comprem lá objetos ou algo do tipo! Não fui só eu que reclamei minha tia tbm, ela comprou um negócio e veio diferente do anúncio.",3,2
"Ordenar por menor valor do frete + valor do produto. Sugiro otimizar o Tráfego de dados quando utilizar rede móveis e outras, ou seja, otimizar via: api; endpoint; imagens compactadas, etc.",5,4
"Gosto da aplicação da shein, mas a aplicação da shein, deveria ter pagamento através de uma entidade, uma referência, quase em todas marcas de smartphones. Porque no meu smartphone não consegue ter entidade e referência para pagamento s de compra na shein.",3,2
"Produtos legais e que estão em alta (apesar de alguns terem a qualidade ruim), bonzinho o mecanismo de pesquisa, às vezes um pouco ineficiente, e a tela inicial bem legal que mostra coisas do nosso interesse, um ponto negativo que por muitas vezes são mostradas as mesmas coisas e não diversifica muito.",4,3
"O aplicativo é bom , muitas variedades, mas não concordar em ter preço mínimo para comprar, poderiam fazer parcelamento, assim como a concorrente chopee, sem falar do Jogo você não ganha nunca, é uma tarefa interminável, chega cansa, e com certeza você não vai ganhar prêmios nenhum .",2,1
"Sinceramente estou desistindo de usar o aplicativo. A empresa não tem responsabilidade com nossos pedidos. É um cancelamento atrás do outro, perdi as contas de quantas vezes deixei meu dinheiro preso na plataforma pra depois de semanas receber a notícia que meu pedido seria cancelado.",2,1
"O app é bom, mas precisa melhorar alguns serviços de entrega. O serviço MERCADO ENVIOS( Prioritário ao envio) nunca funciona. Sempre mudam a data no último segundo. Se não conseguem fazer a entrega no mesmo dia nem deveriam anunciar como entrega full.",2,1
"Vem tudo certinho, mas bem que na aba para filtrar resultados poderíamos selecionar um número do teclado em vez de ser diretamente na barra. E agora com a taxação nas comprar internacionais seria bem mais conveniente voltar ao sistema antigo de pontos.",3,2
"As ofertas são ótimas, os produtos são muito bons. Agora, todos que conheço reclamam que as fotos das avaliações demoram demais pra carregar. E realmente, várias vezes desisti de comprar um item porque não estava conseguindo visualizar as fotos das avaliações (pra saber se o produto é realmente bom).",3,2
Até agora o que tenho comprado corresponde ao que quero. Sobre a app deveria haver uma ligação mais directa entre comprador e a TEMU. como por exemplo @mail.,4,3
"Péssima Experiência, pois fiz uma compra no valor de 61,46, desde o início de setembro, onde falava que o envio era grátis, e por ser uma compra internacional tive que pagar um pequeno valor pelo imposto. Mas na data prevista pra entrega nos status mostrava que foi entregue e na verdade nunca foi entregue. Logo após fazer uma reclamação houve uma data para reembolso que já estourou o prazo onde consta que fui reembolsada na conta original e esse valor nunca apareceu.",1,0
"""O app Shopee precisa melhorar a acessibilidade para deficientes visuais. O leitor de tela não identifica diversos elementos importantes, como o botão de pesquisa e o botão de compartilhar, que não estão devidamente etiquetados. Além disso, várias seções do app estão em inglês, dificultando a navegação para quem depende de leitores de tela em português. É essencial que todos os elementos sejam adequadamente identificados e traduzidos para garantir uma experiência inclusiva para todos.""",3,2
"Essa verificação em 2 etapas é horrível, pois não se faz a mesma por email, tem opção de vincular a aplicativo ou ao número do celular, duas formas que são fáceis de se perder basta ser roubado já era não tem como entrar na conta, inclusive perdi uma conta e de novo perdi o gerador de código pra acessar minha conta, em vez de verificar com o email tem que mandar foto do RG, uma selfie e o suporte não aprova a verificação sem falar que esse processo demora 24 horas ou mais. Nossa que atraso em.",2,1
"O aplicativo é ótimo, comprei e chegou perfeitamente no meu endereço no prazo certinho, mas não gostei das ofertas de bônus que na verdade os critérios são fora do comum...",4,3
"O app é ótimo, só estou com um problema de colocar o número de telefone, pra eu colocar o meu endereço de envio, ele pede 10-11 números, sendo que tem, e mesmo assim não vai, qual é o problema ?",2,1
"Que loja maravilhosa. Cheia de promessas. É incrível!!! Especialmente perder seu tempo nos jogos que prometem itens grátis pra ludibriar os otários, eu pessoalmente amo ser um otário. E os preços dos produtos? rosto sorridente com olhos de coraçãoBaratissimos!!! Eu adicionei um produto de 58,00 reais a compra e recebi uma promoção maravilhosa!!! O que era 58 reais foi pra 90 rosto sorridente com olhos de coração Incrível né? Essa promoções acontecem várias vezes.",1,0
Porque a Amazon tirou o moda escuro e só fica branco? Mesmo com a luz baixa quando to navegando ainda dói minha vista se não querem tirar o padrão pelo menos dá uma opção de modo escuro,2,1
"Regular. Em pleno 2025 e as entregas ainda demoram a chegar. Estamos em 2025, as entregas deveriam demorar no máximo 2 dias.",3,2
"Gosto de comprar na suopee, mas os cupons de frete grátis não estão funcionando como era, e o valor do frete com a quantidade de produtos varia como eles querem o mesmo produto com outros ele muda de valor, acho que precisam rever isso, um dos produtos que eu ia comprar variava o frete de 70 a 15 reais, independente do preço e tudo mais",2,1
"Não baixem esse app é horrível, os produtos são extremamente caros, além do que tem um joguinho que é pura enganação, eu passei meses regando uma plantinha e dando comida pra um peixe e não consegui brinde nem um, sempre que chega a 100% volta do inicio de novo, é golpe isso do joguinho gente nem percam tempo, e se fosse possível não daria nem uma estrela.",1,0
devido ter duas residências eu demorei para vê pois os porteiros é quem recebe as últimas compras que pedir para trocar fui até os correios para devolver e foi um trastorno porque vocês ficaram de devolver meu dinheiro e até hoje nada eu gostaria que tivesse uma pessoa para tirar nosso dúvidas por telefone porque esse suporte digital não funciona toda hora troca de agente e não resolve nossos problemas fiz mas uma compra hoje mas ainda estou esperando a devolução que vocês ficaram de fazer,3,2
"Existe muitos vendedores agindo de má fé. Esses vendedores deveriam ser multados ou algo do tipo, quando enviao a mercadoria errada, tamanho errado. Pedir devolução ,nem sempre é a melhor forma pro cliente!temos q deslocar das nossas casas ir até o correio pra devolver mercadoria erradas, e tamanhos errados. Tomamos prejuízo, na hora da devolução. Porq o acesso ao correio é longe E outros problema mais. A plataforma é ótima , porém os vendedores !!! A shopee precisa punir vendedores assim.",2,1
"O fato de terem colocado mini jogos para conseguir coisas de graça é mt legal e tal, tirando o fato de que a cada jogada o número de porcentagem aumenta indo de 5 em 5 e dps 2 em 2. Pra quem não tem paciência eu não recomendo , e também que para fazer uma compra o valor mínimo é de 100 reais, eu tenho 5 de crédito e achava que poderia estar pegando algo, me decepcionei bastante com isso :\",1,0
"Já fiz várias compras na Shein e nunca houve uma demora tão absurda para o produto chegar, e olha q é nacional. Outra coisa é o reembolso, fiz uma compra e esqueci de acrescentar outro produto, aí de imediato cancelei. Em outras plataformas o reembolso é imediato, pois não houve tempo de preparar para embalagem. Não entendo. É bem decepcionante quando vc fica esperando algo q não se tem explicação para tanta demora.",1,0
"O aplicativo é bom! eu já fiz várias compras , o único problema é a demora do envio do produto aí acaba dificultando as compras feitas,Mas tirando isso o app é maravilhoso! Por isso dou 5 estrelas.",5,4
"Tem que melhorar esse app, antes conseguia abrir em qualquer lugar, agora fica falando que a conexão tá fraca, mandando se conectar a rede, sendo que já tá conectada. Só consigo ver em casa, em outro lugar tá muito ruim.",3,2
"Gostaria de relatar um bug relacionado à funcionalidade do Desconto Relâmpago. Quando adicionamos produtos a essa promoção e o tempo do desconto expira, os produtos não retornam ao preço normal nem reaparecem na loja. Em vez disso, aparecem como ESGOTADOS, com o estoque zerado. Para corrigir o estoque, é necessário adicionar no mínimo 2 unidades, mesmo que só haja 1 disponível. Caso precise ajustar para apenas 1 unidade, é necessário corrigir manualmente.",4,3
"Gosto bastante da variedade e promoções. Só a questão de usar frete grátis, que não fica totalmente grátis. Ou a transparência dos vendedores, deveriam ser melhor filtrado. Fora isso é ótimo.",4,3
"Sinceramente, cansada. Eu não entendo qual o problema da galera por trás da shein. Estão colocar transportadoras d m... ruins. Fiz uma compra em 24 de setembro, recebi dia 3 de janeiro, 4 pedidos meus foram perdidos, demorou mais de 11 dias pra ter meu rembolso, entrega foi feita pela transportadora anjun, com a avaliação de 1,2 de 192 pessoas. Agora, comprei novamente, e fui olhar a avaliação da nova transportadora 1,1 de 121 pessoas. Não comprem mais na shein, só dor de cabeça mulher decepcionada",1,0
"Ótimo site para compra , é o mais confiável até agora e as comprar pode chegar no dia seguinte e o que ganha o consumidor, gostei muito do aplicativo mercado livre, Super recomendo sem medo. Pode melhorar mais com o frete as vezes desisto de comprar algo porq o frete está mais caro do que o produto assim não dá..",5,4
"A Shein em si é ótima, preços acessíveis, peças lindas e de qualidade. Porém algumas transportadora de envio nacional, deixam muito a desejar na entrega, o pacote fica dias parado, entro em contato com a empresa e sem respostas em todos os meios de contatos disponibilizados.",4,3
Gostei muito do APP. Uma sugestão é separar todas as roupas Plus size em um bloco. Fica mais fácil de ver. Por exemplo se vermos um macacão aí nas abas abaixo mostrar só macacãos. acho q fica melhor para pesquisamos. Mas amei comprar na TEMU. rosto sorridente com olhos de coração rosto sorridente com olhos de coração rosto sorridente com olhos de coração rosto sorridente com olhos de coração rosto sorridente com olhos de coração rosto sorridente com olhos de coração rosto sorridente com olhos de coração rosto sorridente com olhos de coração,4,3
"desinstalei outras apps de compras, e agora só uso a Temu. estou mesmo muito contente com esta app. é rápida na entrega e ao mínimo descontentamento, oferecem reembolso, crédito na app ou reenviam o produto de novo.",5,4
"Não gostei muito porque tem que atingir uma quantidade de produtos para comprar, já em outros aplicativos você consegue comprar em qualquer quantidade de produtos exemplo se você quiser comprar apenas um produto você compra, nos outros aplicativos. Aposto que se tivesse como comprar apenas um produto as vendas de vocês aumentaria. Se houver mudança eu volto avaliar.",2,1
"Vou avaliar 3 estrela devido a demora de envio, comprei várias coisas no dia 16/11 de novembro até 26/11, chegou. comprei 19 pacotes vou ter que fazer a devolução de no mínimo 5 falta conferir o restante,devido ter enviado errado mulher decepcionada pele clara roupas não aconselho comprar! Vieram TD fora de medida,tecido ruim e ainda teve uma bermuda masculina que veio feminina e pequena ainda por cima além de vir errado não dá pra usar devido ao tamanho tô decepcionada 800 reais mal gasto",3,2
"Em questão de compras é bem parecido com as outras plataformas de compra. Em questão de transparência e lisura nem tanto,quando vc abre o aplicativo pela primeira vez te indica de jogar os joguinhos e ganhar prêmios kkkk. Acredite nas últimas 20 gramas vc vai levar meses para conseguir a plataforma,faz de tudo para vc não conseguir. Para mim não serve porque se engana nisso pode enganar em outras coisas.",3,2
"esse ano conheci essa empresa, goste muito , todos os itens que pedi chegaram ates do prazo, as peças são fiéis ao tamanho e qualidade ótimas. voltarei a comprar com certeza. obs: ainda tem umas promoções ótimas. podem comprar sem receio.",5,4
"A logística anda meio louca, no meu estado Paraná, não compensa comprar nada daqui, demora mais do que em outros estados..Bem legal, tem muita coisa boa, mas também tem coisa ruim.... Vejam as avaliações antes de comprar ajuda muito...MAS TEM MUITOS VENDEDORES RUINS..... já me decepcionei com algumas compras....E o estorno de algumas lojas é o fim....tem que marcar o nome e nunca mais comprar....pelo jeito a shopee não faz nada a respeito....uma pena.....tô preferindo comprar no MercadoLivre.",4,3
"As últimas atualizações trouxeram mais estabilidade e confiança. Para comprar está rápido e seguro, confirma as informações e endereço, é bom. Para pesquisar, os mecanismos do próprio ML as vezes impedem item mais barato de aparecer antes, por isso não é fácil procurar o melhor custo benefício. No geral atende bem.",4,3
"Preços em conta, Logística ainda não sei porquê estou esperando a primeira compra. App funciona bem, não vi nada de travamentos. Algo que está me incomodando profundamente são as propagandas excessivas, por dia aparece pelo menos umas 25 pelo que eu contei, nada importante, somente ""ofertas"" que não mudam. Desde a manhã, até a madrugada enviam notificações, eu acabei de ACORDAR e já tem 5 notificações, isso é ABUSIVO.",3,2
Muito bom ache o aplicativo bem bom assim não é bem bom eu acho que vou comprar bastante coisas né como eu sou criança tenho meu celular eu vou comprar bastante coisas né porque eu amei demais demais demais demais demais você não sabe gente quanto que eu amei amei muito gente amei demais amei demais amei amei amei tá bom olha meu e-mail e-mail e-mail né qualquer um né pode estar dando pode estar recebendo né gente porque me livrei né me livrei né gente você sabe né a gente combina me manda aí ge,5,4
"A única coisa que acho meio chato da loja é a compra mínima de 100 reais. Mas, os produtos chegam dentro do prazo e vem de acordo com as fotos e o material é de boa qualidade. Recomendo a compra em lojas com boa avaliação.",5,4
"Eu estava na expectativa grande esperando a entrada do aplicativo no Brasil, já que estava em português mas não tinha logística no nosso país. Os preços é a mesma coisa das concorrentes a única vantagem é o frete grátis. Alguns artigos ainda mais caros Não se engane pelas resenhas feitas em português porque são portugueses do Portugal e não do Brasil o aplicativo só entrou dia 5 de junho de 2024 no Brasil. Vou pedir alguns itens antes que comecem a cobrar frete já que eu vou ter que pagar impost",2,1
"Mercado livre sempre arrasando,como eu não tenho idade ainda eu estou aqui fazer uma resenha por minha mãe, bom todos os pedidos vem certinho sem nenhum erro apesar que todas as compra veem menos que um mês e sempre de boa qualidade e muito embalado sem nenhum risco de defeito se for alguma coisa que tenha que montar sempre vem tudo certo vale apena comprar lá pois tudo é baratinho e quem tá lendo essa resenha é quer ter uma experiência de comprar lá,faço questão de te recomendar viu,foi isso coração crescendo",5,4
"Em relação ao app é excelente, cumpre todas as funções que se propõe. Mais o site em si deixa muito a desejar em relação não ter nenhum tipo de promoção que realmente traga vantagens financeiras, como cupons de desconto, e etc. O frete grátis não funciona na maioria dos casos, principalmente se vc mora na região norte e nordeste. Por favor tornem o ecommerce mais atrativo, os vendedores até se esforçam em botar preços competitivos mais a plataforma não oferece opções de fretes condizentes.",4,3
"O app é muito bom, existem diversas opções de produtos para comprar, mas, não gostei do rastreamento das compras no app, é muito ruim! Principalmente via correios. Faz mais ou menos um mês que fiz a compra de um celular que chegou em 2 dias, mas no app ainda consta que está atrasado. Se precisasse do app para rastrear minha compra ficaria muito desapontado pois o rastreio não atualiza.",3,2
"rápido envio, alguns produtos bons , mas outros nem por isso atenção ver discrição do produto antes de pedir, mas é bastante razoável estrela branca média estrela branca média estrela branca média estrela branca média estrela branca média , em termos de roupa tenho sido surpreendida, bons acabamentos e tecidos bons, a preços bons e com descontos rosto sorridente com 3 corações rosto sorridente com 3 corações rosto sorridente com 3 corações",4,3
"A entrega, cancelamento, reembolso e comunicação ainda deixa muito a desejar. Muito aquém ao Mercado Livre. Hoje em dia, além de preço o consumidor busca segurança e praticidade ao comprar on-line, e passar raiva com entregas demoradas é a última coisa que queremos.",2,1
"O app é ótimo para comprar livros mas recentemente um pedido não pôde ser entregue e o reembolso tinha 14 dias para ser entregue, esses dias ainda não acabaram mas não tem nem como falar com ninguém ali, tenho apenas a opção de esperar e se caso passar do dia que devo receber o dinheiro? O que faço? Com quem eu reclamo? Não tem opção de falar com as pessoas responsáveis pelo meu reembolso e isso me preocupa pq a qualquer momento posso perder meu dinheiro e não vai ter nd que eu possa fazer",2,1
"A Shein já foi uma opção incrível de compras, com preços acessíveis e variedade, mas após a inclusão das taxas, ficou bem difícil aproveitar como antes. Agora, além do valor das compras, acabamos tendo que pagar taxas extras, o que torna a experiência muito menos vantajosa. Fica difícil recomendar quando o preço final fica muito acima do esperado. É uma pena, pois a loja tinha tanto potencial. Decepcionada rosto deprimido",1,0
"Chega rápido, vem embalado com muito cuidado, peças honestas que são do jeito que aparecem nas fotos. Tô amando! (como crítica pra melhoria, só falta melhorar um pouco o sistema de filtros do app, pois as peças não possuem uma descrição muito bem feita e o filtro acaba mostrando muita coisa que não condiz com o que está sendo procurado... acabo perdendo muito mais tempo do que eu gostaria em busca de algumas peças específicas)",5,4
"Com essa nova att o App n tem mais a opção de português. A maioria das coisas tá em português, mas tem algumas coisas que antes estavam e agora não estão, o que é meio chato. Sobre o App, é ótimo e super confiável, já fiz minha 2 compra que está para chegar (já esta na minha cidade em menos de 1 mês). O único ruim é que diminuiram/tiraram o frete grátis, logo quando baixei sempre tinha, agora nem vejo mais...",3,2
"Ótimo! Por enquanto, nada de golpes!!! Sempre achei que esse app era com anúncios de golpes e que não era vdd, mas quando experimentei, gostei demais! Os preços são acessíveis, tem vários cupons pra resgatar que dão vários descontos! Mto bom rosto sorridente com olhos de coração rosto sorridente com 3 corações rosto mandando um beijo",5,4
"Já foi melhor. A busca está poluída, não sei se o ruído é intencional pra tentar empurrar outros itens, mas por mais óbvio e delimitado que seja o termo pesquisado, retorna muitos outros produtos e quase nada daquilo que está sendo buscado. Isso faz o usuário perder tempo e com isso optar por outros aplicativos com mais objetividade. Além disso, já passou da hora de ter uma opção de filtro para remover compra internacional do resultado.",3,2
"Desapontada é pouco. Atualmente, pago R$119, 00 de Amazon prime, para sempre ter problema com entrega dos produtos (todas as vezes sem exceção), a maioria dos filmes ou séries que eu gostaria de assistir no Prime vídeo é pago separadamente. No app custo a achar um chat, sério, muito difícil. Única coisa que ainda compensa para mim é o Prime reading",3,2
"Precisa melhorar a questão da interface e principalmente os filtros por categoria de produto. Calçados por exemplo não tem filtro de tamanho. A aplicação de cupom promocional direto no carrinho quase nunca funciona (compre 1,leve 2 por exemplo). Fora isso, processo de pós compra, reembolso, cancelamento e devolução, são ótimos.",3,2
"Só tenho um reparo a fazer: ultimamente quando carrego o carrinho e quero proceder ao pagamento, a TEMU deixou de me enviara referência, procedendo de imediato á transferência , o que não é do meu agrado. Quanto aos artigos encomendados, estou muito satisfeita com as qualidades e diversidades dos produtos, assim como na rapidez na entrega. Por agora é o que me cumpre referir.",4,3
"Comprar na Shopee é arriscado e desorganizado. É importante verificar o estado do produto assim que chega, porque tem vendedores que agen de má fé e enviam produtos errados ou em mal estado. Se reclamar depois, a Shopee não assume. Deveriam considerar um prazo maior para o cliente reclamar de alguma compra!",3,2
O site em si é muito bom mas de um tempo pra cá a transportadora estão demorando muito pra entregar quando era a transportadora total express era muito rápido a entrega,3,2
"Até agora tive boas experiência com o aplicativo, inclusive ele é bem organizado. Tenho feito algumas compras e me surpreendi positivamente com a qualidade da maioria dos produtos. O sistema de pontos e os cupons são excelentes, dá para economizar bastante. As entregas geralmente são bem rápidas, dificilmente costumam atrasar(só ocorreu em uma das compras). Uma questão que poderia ser melhorada é quanto a alguns produtos que não temos interesse e continuam a aparecer com certa frequência.",5,4
"A Shopee oferece uma experiência prática e acessível para compras online, com uma ampla variedade de produtos e promoções incríveis, como frete grátis e descontos. A interface do app é fácil de usar, e o rastreamento de pedidos funciona bem. No entanto, seria ótimo melhorar os prazos de entrega de alguns vendedores e o suporte ao cliente para casos mais complexos. No geral, recomendo para quem busca praticidade e preços competitivos.",5,4
"Gosto muito do app, fácil de usar, já fiz muitas compras por ele. Gosto muito da entrega Full e de quando o frete é grátis! O pagamento com pix é muito útil. Mas acredito que haja algumas falhas relacionadas a segurança, principalmente no que se trata a compras feitas no cartão, já tive que trocar duas vezes o meu após usar no mercado livre... Mas no geral o app é bom.",3,2
"Últimamente está deixando a desejar nas entregas, demorando muito ,não atualiza o status do pedido, e sempre adiam a entrega, cada vez que você vê é uma data de entrega diferente ,fica mais de uns 5 dias no mesmo local, processo logístico não atualiza, indignada.comprei um produto dia 29 /11 e até agora está no centro logístico, não sai do lugar.",2,1
"Sinceramente não imprensa ter o app, os preços não são baratos e a entrega demora tanto que a pessoa até esquece da compra. E se alguém for comprar pra ganhar produtos gratuitos nos jogos pode desistir, no início vai enchendo rápido mais depois vão só dificultando e vc vê enchendo a barra tão devagar que tu desiste rápido. Não vale nem uma estrela !!!",1,0
"Eu tive minha primeira experiência e compra esses dias,porém meu produto veio com problema eu relatei o ocorrido porém não tinha esperança de resolver porque o vendedor não respondia,até que a equipe do mercado livre resolveu meu problema,a única crítica fica só na entrega que vem até tarde da noite porém é entregue no dia prometido,meus parabéns a equipe polegar para cima pele clara",5,4
"Estou deixando de comprar nesse app de tanta informação pessoal que é solicitado. Tenho conta a anos, tenho minha senha, autenticação em 2 fatores (sms). Agora me pedem reconhecimento facial... fiz... agora querem foto da CNH.... é muita informação para poder fazer uma compra simples. Se eu vou em uma loja com dinheiro ou cartão. Pago e vou embora. Pq aqui tem q ter 1 milhão de dados coletados? ESTOU DEIXANDO O APP. RUIM D+",1,0
"Recomendo! É Muito bom para compras e tem compromisso de entrega com o cliente. Mas o app ou sistema apresenta falha de atualização cadastral, atualizei os Números de telefones e ainda insistem em número antigo que não possuo. Fiquei impedido de comprar devido uma divergência enviei e-mail, confirmei dados e após correção ainda não delataram o antigo Número para confirmação de entregas. Absurdo.",4,3
Acho muito ruim a parte que precisa ter um valor mínimo de 99 reais pra poder a compra ser realizada. isso é horrível pois se o produto custa 14 reais vc vai ter que encher o carrinho com coisas que não precisa só poder comprar o item que tá querendo,2,1
"Excelente app de compras, mas a pesquisa não está bem calibrada e a IA não responde qualquer pergunta, seria bom se a IA desse uma ajuda para explicar como uma função do app funciona. Comprei dois sapatos e chegou se problemas nem nada mirabolante, mas acho que eles só entregam se você atender a chamada, o que é ruim já que hoje em dia recebo chamada de golpista o tempo todo, e o próprio celular não é confiável. Ligação de conhecidos caiu na caixa postal. Só entrega, pessoal.",4,3
"Como não estou conseguindo fazer uma reclamação dentro do app irei fazer aqui. Eu pedir no total de 7 coisas na shein,5 delas veio e 4 foram nem daqui do Brasil, e vinheram, agora 2 coisas que eu pedi foram cancelada só por que não saiu da logística, sinceramente, vocês tem que enviar tudo que pedem pow, a pessoa não tá comprando em vão não, é pq precisa, tudo bem que vai vir o reembolso,mais eu queria minhas coisas!",2,1
"a compra demorou um pouco pra chegar, achei até que não receberia, ou que fosse golpe, mas , o atendimento ao cliente foi muito bom e minhas compras finalmente chegaram hj dia 24/01/25, o que me deixou bem feliz.Agora me sinto um pouco mais segura pra comprar novamente e aí reavaliar de novo... mais tirando esse problema da entrega os produtos realmente são excelentes e o atendimento ao cliente tbm grata e nota 10.",5,4
"Péssima experiência, comprei um produto de 1400 reais, depois me mandaram um boleto para pagar o frete de 189,90, no outro dia cancelaram a compra, pedi o reembolso da compra me disseram para esperar 2 faturas do meu cartão e em relação ao boleto pago do frete me faram que vai analisar pois não assumem boletos de terceiros, tudo foi relatado no chat da Amazon e conclusão...tudo golpe! Não recomendo de jeito nenhum, cuidado puro golpe, tudo isso me custou 1700 reais e até agora nada de reembolso",1,0
"Aplicativo bom, mas só peca numa coisa, vendem Blu Rey só com idiomas em inglês e francês, vocês estão vendendo produtos no Brasil, pra brasileiros, então tem que ter a opção de vir dublado ok.",2,1
"Aplicativo lixo, não informa que o produto acabou fiz a compra com boleto e não tinha a compra foi cancelada e no reembolso não conseguem reembolsar pq foi no boleto, o botão de inserir conta não funciona nem no site, não tem atendimento ao cliente, estou com o meu reembolso retido. Última vez que compro nessa droga de plataforma. Editado 20/12/24: Agora me enviaram um email com um link que ao abrir aparece uma tela branca sem campo nenhum para preencher, gente comprem no Mercado livre aqui não.",1,0
"O app é horrível para estorno quando é um vendedor externo. Não é fácil achar a opção para conversar com o vendedor, nada intuitiva a interface. Uma encomenda não chegou, não consegui a devolução do dinheiro através do APP da Amazon, nem do vendedor externo. Não consegui atendimento com um humano da Amazon além do vendedor externo, a IA não dá opção de falar com atendente quando a venda é de vendedor externo. Consegui o extorno através do Reclame Aqui, aí que a Amazon me atendeu com um humano.",1,0
"Aplicativo de compra mediano, não tem nada de novo e os produtos são bem similares porém os valores são um pouco mais altos. A diferença é que as demais plataforma para conquistar o cliente e aumentar o número de compras dão um brinde simples, a temu não, ela da a possibilidade de alimentar peixes e quem sabe ganhar alguma coisa, porém é extremamente cansativo e frustante. Enfim, boa sorte, tô pulando fora.",2,1
As promoções são ótima e também a entrega é rápida,5,4
"Gostei do aplicativo, é fácil a navegação, tem um layout agradável, dá pra acompanhar bem o seu pedido. Gostei. Um ponto, que eu adicionaria e que senti falta acompanhando os meus pedidos foi mais opções de filtro, dava pra adicionar um filtro ""pedidos em andamento"", ""pedidos não entregues""... Mas fora isso, na minha opinião, faz bem o seu papel.",4,3
Demorou 30 dias para chegar e acabou chegando 1 dia depois do prazo. Ficaram sem atualizar o status mais de 17 dias e sempre quando perguntado apenas tinham respostas automáticas padronizadas. Em comparação com outros marketing places os valores são bem mais altos. Os itens que comprei foram achados com preços menores.,3,2
"O app melhorou muito, aprimorou o processo de devolução voltou a receber pagamentos via cartão de crédito, mas com juros, o que é por escolha dos vendedores, e para ficar nota 10, tem que aumentar a garantia de devolução de 7 para no mínimo 30 dias... No mais o shopee está de parabéns...",4,3
"antigamente a shein era um dos melhores aplicativos pra compras online devido aos bons descontos q ela oferecia e outras coisas. hoje em dia mal consigo pegar pontos, diariamente vou lá fazer check in e pegar pontos nos jogos, mas n consigo mais nem sequer ganhar que a shein vem e pega a maioria deles. já que agr as compras no Brasil exigem imposto o mínimo era que a gnt ao menos conseguisse um desconto que preste pra pagar um valor mais em conta.",3,2
"É um bom app. Mas tem problemas. Não aparece os textos em txt, tem que colocar 2 textos nos anúncios: um em HTML e outro em txt pra serem vistos em todos os dispositivos. A página onde mandamos msg pros fornecedores não aparece a barra com sugestões de palavras. Tem que digitar letra por letra. Tá péssimo.",3,2
"Devido à política do aplicativo é obrigatório comprar no mínimo até R$99,00 em produto, e não dá para comprar um produto menos que esse valor tem que ser mais que 99 reais ou senão você não conseguirá fazer sua compra no aplicativo, isso é realmente ruim pois imaginei que fosse assim como todos os outros aplicativos on-line, mas é bem diferente. Mas é um app... bom",1,0
"Alguns parceiros não cumprem a entrega prometida, e, as vezes, o próprio serviço de entrega do mercado livre que é excelente, marca um dia, e algumas vezes, entrega dia seguinte. Recomendo por oferecer segurança na compra, se der algo errado, vc recebe de volta, esse e meu maior motivo de recomendar, além do serviço próprio de entrega que evoluiu muito nos últimos 2 anos, alguns produtos, compra num dia, e recebe no outro. Isso seria o top dos tops.",4,3
"Estou muito insatisfeita com esse aplicativo, pois não está deixando comprar roupas com menos $100 o valor total, não estou me importando se vou pagar o frete, poderia deixar comprar itens de TODOS OS VALORES polegar para cima pele morena escura rosto soltando vapor pelo nariz",2,1
Nunca me decepcionei com o site. Me sinto segura e ganho tempo pesquisando e escolhendo o que preciso nas horas vagas pra não correr o risco de comprar na correria e acabar comprando errado.,5,4
